,age,attrition,businesstravel,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,numcompaniesworked,overtime,performancerating,relationshipsatisfaction,stockoptionlevel,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
533,37,No,No Travel,Sales,9,4,Other,534,1,Female,3,3,Sales Executive,2,Divorced,1,No,3,4,1,6,3,9,7,7,1986,100071.84,No
534,37,No,Travel Rarely,Research & Development,1,4,Life Sciences,535,2,Male,3,2,Manufacturing Director,2,Married,6,Unknown,3,2,1,2,2,6,4,3,1986,53914.11,No
535,24,No,Travel Rarely,Research & Development,23,3,Medical,536,2,Female,4,1,Research Scientist,4,Unknown,1,Unknown,3,2,2,3,3,6,1,4,1999,27250.0,Sí
536,50,No,No Travel,Sales,3,3,Other,537,1,Female,3,5,Manager,2,Married,1,No,3,3,1,2,3,32,10,7,1973,191324.63999999998,No
537,34,No,No Travel,Research & Development,1,2,Life Sciences,538,2,Female,2,1,Research Scientist,4,Unknown,1,Yes,3,4,1,3,3,6,1,3,1989,36220.0,Sí
538,27,No,Travel Frequently,Sales,3,1,Medical,539,4,Male,4,2,Sales Executive,4,Unknown,1,Unknown,3,2,2,3,3,6,0,4,1996,53914.11,No
539,25,No,No Travel,Sales,42,1,Other,540,42,Male,3,2,Sales Executive,4,Single,1,No,4,2,0,5,2,6,1,4,1998,61800.0,No
540,34,No,No Travel,Sales,25,3,Other,541,4,Female,3,2,Sales Executive,4,Single,1,No,4,3,0,5,3,6,1,4,1989,62740.0,Sí
541,34,No,No Travel,Research & Development,2,4,Other,542,3,Male,2,1,Research Scientist,1,Unknown,1,Unknown,3,3,0,3,3,6,1,3,1989,43810.0,Sí
542,35,No,No Travel,Research & Development,7,3,Other,543,3,Female,3,3,Manufacturing Director,3,Single,3,No,4,2,0,3,4,8,1,6,1988,100071.84,No
543,35,No,No Travel,Research & Development,16,1,Medical,544,16,Male,2,1,Research Scientist,1,Unknown,1,Unknown,3,4,0,3,2,6,1,1,1988,25590.0,No
544,33,No,No Travel,Research & Development,1,4,Other,545,3,Male,4,2,Healthcare Representative,2,Married,1,Yes,3,1,1,2,3,6,1,2,1990,54880.0,Sí
545,29,No,No Travel,Research & Development,28,4,Life Sciences,546,3,Male,3,1,Research Scientist,4,Divorced,4,No,4,1,1,1,3,7,1,7,1994,25140.0,No
546,29,No,Travel Frequently,Research & Development,10,3,Other,547,4,Male,3,1,Research Scientist,2,Divorced,0,No,3,4,2,2,2,7,1,1,1994,28111.13,Sí
547,34,No,No Travel,Sales,9,1,Life Sciences,548,2,Male,3,2,Sales Executive,3,Married,1,Unknown,4,1,0,3,2,6,1,3,1989,53914.11,No
548,28,No,Travel Rarely,Research & Development,19,4,Medical,549,4,Female,2,1,Laboratory Technician,1,Married,1,Unknown,3,3,3,2,3,6,3,3,1995,31960.0,No
549,44,No,No Travel,Research & Development,2,1,Life Sciences,550,1,Male,4,1,Research Scientist,4,Married,1,Unknown,3,4,1,5,3,10,7,7,1979,28111.13,No
550,31,No,Travel Rarely,Research & Development,11,2,Other,551,3,Female,3,2,Healthcare Representative,1,Married,1,Yes,3,4,0,2,2,6,0,1,1992,53914.11,No
551,26,No,No Travel,Research & Development,4,2,Life Sciences,552,3,Female,3,1,Research Scientist,4,Unknown,1,Yes,4,2,0,2,2,8,2,2,1997,28111.13,No
552,47,No,Travel Rarely,Research & Development,1,3,Other,553,1,Female,3,1,Research Scientist,4,Unknown,7,No,3,3,1,2,2,6,1,2,1976,34200.0,Sí
553,37,No,No Travel,Research & Development,5,2,Other,554,3,Female,4,1,Laboratory Technician,3,Single,0,No,3,1,0,2,1,6,1,3,1986,28111.13,No
554,32,No,No Travel,Research & Development,1,4,Other,555,4,Female,3,2,Research Scientist,1,Married,4,Unknown,3,2,1,3,2,6,1,2,1991,40869.96,Sí
555,32,No,No Travel,Research & Development,2,3,Medical,556,4,Female,3,2,Research Scientist,2,Divorced,0,No,3,3,2,4,2,9,1,6,1991,53914.11,Sí
556,33,No,No Travel,Sales,16,3,Life Sciences,557,3,Male,3,2,Sales Executive,4,Unknown,1,Yes,4,3,1,2,3,6,1,2,1990,53680.0,No
557,47,Yes,No Travel,Sales,9,3,Other,558,3,Female,1,4,Sales Executive,3,Married,7,No,3,3,0,3,1,23,14,10,1976,129360.0,Sí
558,41,Yes,No Travel,Sales,1,2,Other,559,2,Male,3,2,Sales Executive,4,Unknown,8,Yes,3,1,0,0,1,6,0,5,1982,53914.11,No
559,35,No,Travel Rarely,Research & Development,16,3,Medical,560,1,Female,4,1,Laboratory Technician,2,Married,0,Unknown,3,3,1,5,3,5,0,3,1988,28111.13,No
560,29,No,Travel Rarely,Research & Development,2,3,Life Sciences,561,3,Female,3,1,Research Scientist,2,Married,0,No,4,4,1,3,3,5,0,4,1994,28111.13,No
561,32,No,Travel Rarely,Research & Development,1,3,Life Sciences,562,2,Female,3,2,Research Scientist,2,Unknown,1,No,3,2,2,3,3,10,0,9,1991,53914.11,Sí
562,35,No,Travel Rarely,Research & Development,1,3,Medical,563,2,Female,2,1,Research Scientist,3,Single,1,No,3,1,0,3,3,6,0,4,1988,28111.13,No
563,56,No,No Travel,Research & Development,13,3,Other,564,4,Female,1,3,Manufacturing Director,4,Unknown,4,No,3,1,0,3,2,6,0,2,1967,100071.84,Sí
564,28,No,No Travel,Sales,4,3,Medical,565,2,Female,3,2,Sales Executive,3,Unknown,1,Unknown,3,2,0,3,4,5,0,4,1995,42210.0,Sí
565,25,Yes,Travel Rarely,Sales,5,3,Other,566,3,Female,2,2,Sales Executive,3,Single,1,Yes,3,4,0,1,3,6,0,3,1998,53914.08,Sí
566,56,Yes,No Travel,Research & Development,14,4,Life Sciences,567,2,Male,3,1,Research Scientist,2,Unknown,9,Unknown,3,1,3,2,3,5,4,3,1967,49630.0,Sí
567,26,No,No Travel,Research & Development,6,3,Other,568,3,Male,2,1,Research Scientist,2,Married,1,Unknown,3,3,0,3,2,5,4,3,1997,28111.13,No
568,32,Yes,No Travel,Research & Development,9,3,Medical,569,1,Male,3,1,Laboratory Technician,1,Unknown,7,No,4,1,0,2,4,5,0,4,1991,42000.0,No
569,30,No,Travel Rarely,Research & Development,18,3,Life Sciences,570,1,Male,3,1,Research Scientist,3,Single,1,No,3,3,0,4,2,5,0,4,1993,28111.13,Sí
570,50,No,Travel Rarely,Sales,11,3,Other,571,3,Male,3,5,Manager,2,Unknown,3,Unknown,3,2,0,5,3,5,4,4,1973,191324.63999999998,No
571,32,No,No Travel,Research & Development,6,5,Life Sciences,572,3,Female,3,1,Research Scientist,3,Unknown,3,No,4,1,0,2,3,5,1,4,1991,28111.13,No
572,45,No,Travel Rarely,Sales,4,2,Other,573,3,Male,3,2,Sales Executive,1,Unknown,4,Unknown,3,1,1,3,4,5,0,3,1978,50060.04,No
573,43,No,No Travel,Research & Development,7,3,Other,574,4,Female,4,1,Research Scientist,4,Divorced,4,No,3,4,3,3,4,5,2,2,1980,28111.13,Sí
574,29,Yes,No Travel,Sales,27,3,Marketing,575,2,Male,3,3,Sales Executive,4,Married,1,Unknown,4,4,3,3,2,10,1,9,1994,76390.0,Sí
575,31,No,No Travel,Research & Development,1,4,Medical,576,3,Female,1,2,Manufacturing Director,3,Unknown,0,Unknown,3,4,1,2,3,5,1,4,1992,53914.11,Sí
576,33,Yes,No Travel,Research & Development,14,3,Other,577,3,Female,3,1,Laboratory Technician,4,Married,5,Yes,3,3,1,2,1,5,0,4,1990,28111.08,No
577,31,Yes,No Travel,Research & Development,29,2,Other,578,3,Female,2,1,Laboratory Technician,2,Unknown,0,No,3,2,0,2,4,5,1,4,1992,28111.13,Sí
578,37,No,No Travel,Sales,6,4,Other,579,3,Female,3,2,Sales Executive,4,Unknown,4,No,3,2,1,5,4,5,0,1,1986,65019.96,Sí
579,50,No,No Travel,Research & Development,4,1,Other,580,1,Female,3,5,Research Director,2,Divorced,3,No,3,1,2,4,2,10,1,6,1973,191324.63999999998,No
580,42,No,Travel Frequently,Sales,26,3,Other,581,3,Male,3,4,Sales Executive,2,Married,5,Unknown,3,4,1,2,3,20,4,8,1981,135250.0,Sí
581,27,No,No Travel,Sales,2,3,Other,582,4,Female,3,2,Sales Executive,3,Unknown,1,Yes,3,1,0,3,3,5,0,4,1996,53914.08,Sí
582,27,No,No Travel,Sales,1,1,Marketing,583,3,Female,3,2,Sales Executive,2,Unknown,0,Yes,3,4,1,0,3,5,1,4,1996,63489.96,Sí
583,41,No,Travel Rarely,Research & Development,6,3,Other,584,4,Female,2,2,Manufacturing Director,2,Single,6,Yes,3,4,0,3,3,5,1,2,1982,53914.11,Sí
584,37,No,Travel Rarely,Research & Development,10,3,Medical,585,3,Male,3,1,Laboratory Technician,1,Unknown,6,No,4,2,1,3,3,5,0,3,1986,28111.13,Sí
585,40,Yes,No Travel,Sales,22,2,Other,586,22,Female,2,2,Sales Executive,3,Unknown,2,Yes,3,1,2,6,3,6,1,0,1983,63800.0,Sí
586,55,No,No Travel,Sales,2,3,Other,587,3,Male,3,4,Manager,4,Single,2,Yes,3,3,0,2,3,5,1,2,1968,153407.07,No
587,26,Yes,Travel Frequently,Research & Development,3,1,Other,588,3,Female,3,1,Research Scientist,1,Unknown,0,Unknown,4,3,0,2,3,6,0,4,1997,31020.0,Sí
588,40,No,Travel Rarely,Sales,2,2,Marketing,589,4,Male,3,2,Sales Executive,2,Divorced,7,Unknown,3,3,2,5,3,5,1,3,1983,53914.11,Sí
589,25,No,No Travel,Sales,4,2,Other,590,2,Male,2,2,Sales Executive,4,Single,1,Yes,3,2,0,3,3,5,1,3,1998,53914.11,No
590,30,No,No Travel,Sales,12,3,Other,591,2,Male,3,2,Sales Executive,3,Single,0,No,3,2,0,6,3,5,4,4,1993,53914.11,Sí
591,52,No,Travel Rarely,Research & Development,32,3,Other,592,4,Female,2,3,Manufacturing Director,3,Married,2,Unknown,3,3,0,4,3,5,0,4,1971,100071.84,No
592,42,No,Travel Frequently,Research & Development,12,2,Other,593,1,Male,3,2,Research Scientist,3,Unknown,2,No,3,2,1,3,3,5,0,2,1981,45560.0,No
593,30,No,Travel Rarely,Research & Development,2,3,Life Sciences,594,3,Male,1,2,Manufacturing Director,4,Unknown,2,No,4,3,0,2,3,5,0,2,1993,53914.08,Sí
594,35,No,Travel Rarely,Research & Development,22,3,Life Sciences,595,4,Female,1,1,Laboratory Technician,3,Single,0,No,3,3,0,2,3,5,4,3,1988,42300.0,No
595,31,No,Travel Rarely,Sales,7,3,Other,596,3,Female,2,3,Manager,4,Divorced,9,Unknown,4,3,1,3,2,5,0,1,1992,100071.84,Sí
596,35,No,Travel Rarely,Sales,1,3,Other,597,1,Male,3,2,Sales Executive,3,Single,1,Unknown,3,4,0,3,3,5,0,3,1988,48590.0,Sí
597,25,No,No Travel,Sales,13,1,Other,598,2,Female,3,1,Sales Representative,3,Unknown,1,Unknown,3,3,0,1,3,7,0,6,1998,28111.13,Sí
598,32,No,Travel Rarely,Research & Development,9,4,Other,599,1,Male,3,2,Research Scientist,4,Married,1,Unknown,3,4,1,2,3,6,0,5,1991,63220.0,No
599,47,Yes,No Travel,Sales,27,2,Life Sciences,600,2,Male,4,2,Sales Executive,3,Unknown,4,Yes,3,4,0,2,3,5,1,3,1976,53914.11,No
600,30,No,Travel Frequently,Research & Development,5,4,Life Sciences,601,2,Female,2,1,Research Scientist,4,Divorced,9,No,3,2,1,3,2,5,0,3,1993,28111.13,Sí
601,45,No,No Travel,Sales,9,3,Marketing,602,4,Female,3,3,Sales Executive,1,Divorced,4,Yes,3,3,1,2,3,5,0,2,1978,107610.0,No
602,36,No,Travel Rarely,Human Resources,8,3,Life Sciences,603,1,Female,2,1,Human Resources,1,Unknown,0,Unknown,4,3,0,3,3,5,0,3,1987,28111.08,Sí
603,31,No,No Travel,Research & Development,11,4,Other,604,4,Female,3,1,Research Scientist,4,Unknown,3,Unknown,3,2,1,2,3,6,0,2,1992,28111.13,Sí
604,37,No,Travel Frequently,Sales,21,2,Medical,605,3,Male,3,1,Sales Representative,4,Married,5,Unknown,3,2,1,3,3,5,0,0,1986,29730.0,No
605,39,No,Travel Rarely,Human Resources,2,3,Life Sciences,606,4,Male,2,2,Human Resources,4,Unknown,8,No,3,3,2,2,3,5,0,4,1984,52040.0,No
606,42,No,No Travel,Sales,14,2,Other,607,3,Male,2,2,Sales Executive,3,Unknown,7,Unknown,3,1,0,6,3,5,0,3,1981,53914.11,Sí
607,30,No,Travel Rarely,Sales,8,2,Other,608,3,Female,3,3,Sales Executive,3,Unknown,5,No,3,1,1,2,4,8,7,7,1993,100071.84,No
608,50,No,No Travel,Research & Development,1,2,Medical,609,4,Female,3,4,Research Director,4,Divorced,9,No,3,3,1,1,2,5,1,3,1973,173990.0,Sí
609,59,No,Travel Rarely,Sales,1,2,Other,610,2,Female,3,3,Manager,4,Unknown,3,Yes,3,3,1,1,1,6,0,4,1964,100071.84,Sí
610,54,No,No Travel,Sales,2,4,Life Sciences,611,3,Male,2,3,Sales Executive,3,Married,6,No,3,2,1,4,3,9,7,0,1969,100071.84,Sí
611,56,No,No Travel,Research & Development,9,3,Medical,612,1,Male,3,1,Research Scientist,3,Married,2,No,3,2,1,4,3,5,0,3,1967,28111.13,No
612,48,No,No Travel,Sales,1,4,Other,613,1,Female,4,4,Manager,4,Single,2,No,3,3,0,3,2,5,2,1,1975,168850.0,Sí
613,39,No,No Travel,Research & Development,9,3,Life Sciences,614,3,Female,3,2,Laboratory Technician,2,Single,9,No,3,3,0,2,2,5,0,3,1984,53914.11,No
614,35,No,Travel Rarely,Human Resources,8,4,Technical Degree,615,3,Female,3,1,Human Resources,3,Unknown,1,No,3,2,0,2,1,5,1,4,1988,43230.0,Sí
615,42,No,Travel Rarely,Sales,4,4,Marketing,616,2,Female,3,2,Sales Executive,1,Single,7,No,3,4,0,3,3,6,1,5,1981,51550.0,No
616,44,Yes,No Travel,Research & Development,10,4,Other,617,3,Female,3,1,Research Scientist,3,Single,1,Yes,3,3,0,4,3,6,0,2,1979,29360.0,No
617,29,No,Travel Rarely,Research & Development,15,1,Other,618,2,Male,1,1,Research Scientist,4,Married,0,Yes,3,1,1,2,2,5,1,3,1994,28111.13,No
618,33,No,No Travel,Human Resources,2,3,Human Resources,619,2,Female,3,1,Human Resources,3,Unknown,1,No,3,4,1,2,3,5,1,4,1990,28111.08,Sí
619,54,No,Travel Frequently,Research & Development,1,4,Other,620,4,Male,3,3,Manufacturing Director,3,Unknown,7,No,3,1,1,2,1,5,1,4,1969,100071.84,No
620,46,No,No Travel,Sales,4,2,Other,621,4,Male,2,5,Manager,2,Married,2,Unknown,3,3,1,2,3,11,0,8,1977,187890.0,Sí
621,30,No,No Travel,Research & Development,9,2,Medical,622,3,Male,3,2,Manufacturing Director,3,Single,7,Yes,3,3,0,3,3,8,1,7,1993,53914.11,Sí
622,32,Yes,Travel Rarely,Research & Development,7,2,Life Sciences,623,4,Female,3,2,Laboratory Technician,3,Unknown,1,Unknown,3,1,1,3,3,10,1,1,1991,48830.0,Sí
623,40,Yes,No Travel,Sales,25,4,Other,624,4,Female,2,3,Sales Executive,2,Single,2,Yes,3,3,0,2,3,5,1,0,1983,100071.84,Sí
624,34,No,No Travel,Research & Development,26,1,Other,625,1,Male,2,1,Research Scientist,3,Divorced,1,No,4,3,3,2,3,5,0,0,1989,20290.0,Sí
625,39,No,Travel Rarely,Sales,21,4,Other,626,1,Female,2,2,Sales Executive,4,Married,3,Unknown,3,4,2,2,4,5,1,4,1984,53914.11,No
626,37,No,No Travel,Research & Development,4,1,Other,627,3,Female,3,1,Research Scientist,3,Married,7,Yes,3,4,0,2,3,6,1,3,1986,29960.0,No
627,33,No,No Travel,Sales,41,1,Life Sciences,628,41,Female,3,2,Sales Executive,4,Married,6,Unknown,3,1,0,2,4,5,1,2,1990,53914.11,Sí
628,39,No,No Travel,Research & Development,25,2,Other,629,3,Female,3,3,Healthcare Representative,3,Unknown,3,No,4,2,1,2,3,6,0,5,1984,100071.84,No
629,52,No,Travel Rarely,Research & Development,8,4,Other,630,3,Male,3,1,Laboratory Technician,1,Married,9,No,3,3,0,2,1,5,0,4,1971,28111.13,Sí
630,36,No,No Travel,Sales,3,4,Other,631,1,Male,3,2,Sales Executive,2,Single,3,Yes,3,4,0,3,3,5,0,1,1987,92780.0,Sí
631,36,No,No Travel,Research & Development,47,4,Life Sciences,632,47,Female,2,2,Laboratory Technician,4,Single,1,Unknown,3,3,0,2,2,10,1,8,1987,53914.11,Sí
632,24,No,Travel Rarely,Sales,4,1,Other,633,4,Male,3,2,Sales Executive,3,Married,1,Yes,3,3,2,3,3,5,0,3,1999,41619.96,Sí
633,34,No,Travel Rarely,Research & Development,1,3,Life Sciences,634,4,Male,2,1,Laboratory Technician,2,Unknown,5,No,3,1,1,2,2,5,0,2,1989,28111.13,No
634,28,No,No Travel,Sales,5,3,Other,635,4,Female,3,2,Sales Executive,1,Single,0,Unknown,3,4,0,4,3,5,1,3,1995,53914.11,Sí
635,33,No,Travel Rarely,Research & Development,4,4,Medical,636,1,Male,2,1,Laboratory Technician,2,Unknown,8,No,3,4,0,5,3,5,0,2,1990,28111.13,Sí
636,47,No,Travel Rarely,Sales,14,3,Medical,637,3,Male,3,2,Sales Executive,3,Married,3,Unknown,3,3,1,4,2,5,1,2,1976,53914.11,Sí
637,40,Yes,No Travel,Research & Development,9,4,Life Sciences,638,4,Female,3,1,Laboratory Technician,1,Single,3,Unknown,3,2,0,3,1,5,1,0,1983,28111.13,No
638,45,No,Travel Rarely,Research & Development,49,3,Technical Degree,639,49,Female,3,1,Research Scientist,4,Married,4,No,4,4,1,3,3,5,0,3,1978,28111.13,Sí
639,40,No,Travel Rarely,Sales,9,2,Other,640,1,Female,3,2,Sales Executive,1,Unknown,0,Unknown,3,4,0,5,4,8,7,1,1983,53914.11,Sí
640,29,No,No Travel,Research & Development,2,1,Life Sciences,641,1,Female,3,2,Healthcare Representative,4,Unknown,1,Unknown,3,4,1,0,4,6,1,3,1994,88530.0,Sí
641,40,No,No Travel,Sales,14,2,Life Sciences,642,4,Male,3,2,Sales Executive,1,Married,1,No,3,3,1,2,3,5,1,2,1983,53914.11,Sí
642,43,No,No Travel,Research & Development,27,3,Other,643,4,Female,4,1,Laboratory Technician,2,Divorced,5,Unknown,3,3,1,0,3,6,0,2,1980,48760.0,No
643,30,No,No Travel,Research & Development,7,3,Other,644,2,Female,2,1,Research Scientist,2,Unknown,1,No,3,2,1,3,2,6,1,1,1993,21410.0,Sí
644,38,No,No Travel,Research & Development,2,2,Other,645,4,Male,2,3,Manufacturing Director,3,Unknown,3,Unknown,3,4,1,6,4,5,0,2,1985,77559.95999999999,Sí
645,37,No,Travel Rarely,Research & Development,10,3,Other,646,2,Male,3,1,Research Scientist,2,Married,1,Unknown,3,1,1,2,1,8,7,7,1986,39360.0,No
646,39,No,Travel Rarely,Research & Development,12,3,Medical,647,4,Female,3,2,Manufacturing Director,2,Unknown,4,No,4,3,0,3,3,5,1,0,1984,53914.11,Sí
647,36,No,Travel Rarely,Research & Development,11,2,Life Sciences,648,11,Female,4,2,Healthcare Representative,1,Divorced,6,No,4,1,1,3,3,5,0,4,1987,68420.0,Sí
648,23,Yes,Travel Rarely,Research & Development,8,1,Medical,649,4,Female,2,1,Laboratory Technician,3,Single,1,Unknown,3,1,0,2,3,5,1,2,2000,39890.0,Sí
649,35,No,No Travel,Research & Development,2,4,Other,650,1,Female,2,1,Research Scientist,4,Unknown,0,Yes,3,3,0,2,4,5,1,4,1988,49300.0,Sí
650,31,No,Travel Frequently,Research & Development,24,1,Technical Degree,651,4,Male,3,2,Manufacturing Director,4,Single,2,Unknown,4,4,0,3,2,5,1,4,1992,53914.11,Sí
651,38,No,Travel Rarely,Research & Development,6,2,Other,652,4,Male,2,1,Laboratory Technician,3,Married,1,No,3,2,1,3,3,5,0,4,1985,37020.0,Sí
652,35,No,No Travel,Research & Development,23,4,Medical,653,2,Female,1,1,Laboratory Technician,3,Married,0,Unknown,3,2,1,2,4,5,0,3,1988,27050.0,Sí
653,40,No,No Travel,Research & Development,12,3,Other,654,2,Male,3,2,Healthcare Representative,1,Unknown,2,Unknown,3,2,1,3,3,7,7,7,1983,44480.0,Sí
654,27,No,Travel Frequently,Research & Development,48,2,Other,655,48,Male,3,1,Laboratory Technician,4,Single,0,Yes,3,3,0,3,2,5,0,2,1996,23790.0,Sí
655,41,No,No Travel,Sales,8,3,Other,656,3,Male,3,2,Sales Executive,2,Unknown,5,No,4,3,1,3,3,5,1,4,1982,53914.08,Sí
656,33,No,Travel Rarely,Sales,15,4,Marketing,657,2,Female,3,2,Sales Executive,3,Single,1,No,3,2,0,2,2,10,0,9,1990,54870.0,No
657,49,No,No Travel,Research & Development,2,1,Life Sciences,658,2,Female,3,5,Research Director,4,Married,3,No,3,4,0,3,3,5,4,3,1974,191324.63999999998,No
658,36,No,No Travel,Research & Development,9,4,Other,659,1,Female,4,1,Laboratory Technician,2,Unknown,1,No,4,2,0,3,3,5,0,2,1987,28100.0,Sí
659,41,No,No Travel,Sales,3,3,Life Sciences,660,3,Female,2,2,Sales Executive,2,Divorced,2,Unknown,3,3,1,5,3,5,0,4,1982,89380.0,No
660,29,No,No Travel,Research & Development,41,4,Medical,661,41,Male,2,1,Research Scientist,1,Single,1,No,3,2,0,3,1,5,0,4,1994,28111.13,Sí
661,31,No,No Travel,Research & Development,5,3,Medical,662,2,Female,3,2,Manufacturing Director,1,Unknown,0,No,3,2,0,2,3,9,1,7,1992,99360.0,Sí
662,36,Yes,Travel Rarely,Sales,9,4,Life Sciences,663,3,Female,2,1,Sales Representative,1,Single,7,No,4,2,0,4,3,5,0,3,1987,28111.13,No
663,43,No,Travel Rarely,Research & Development,2,2,Medical,664,4,Male,4,1,Research Scientist,3,Unknown,1,No,3,4,2,3,2,5,1,4,1980,28111.13,No
664,33,No,Travel Frequently,Sales,18,3,Life Sciences,665,18,Male,4,2,Sales Executive,1,Married,2,No,3,1,2,3,3,5,1,3,1990,53914.11,No
665,44,No,No Travel,Sales,1,5,Marketing,666,2,Male,3,2,Sales Executive,1,Unknown,5,Unknown,4,3,1,2,2,4,1,3,1979,54540.0,No
666,38,No,No Travel,Research & Development,29,5,Life Sciences,667,4,Male,3,2,Laboratory Technician,4,Single,1,No,3,4,0,2,3,10,9,9,1985,53914.11,Sí
667,50,No,No Travel,Research & Development,7,2,Medical,668,2,Male,2,5,Research Director,3,Divorced,5,Unknown,3,4,1,2,2,27,13,8,1973,187400.04,No
668,59,No,Travel Frequently,Sales,1,1,Other,669,1,Male,2,2,Sales Executive,3,Single,7,No,3,4,0,2,2,4,1,3,1964,54730.0,No
669,40,No,Travel Frequently,Research & Development,1,4,Life Sciences,670,3,Female,2,4,Healthcare Representative,2,Married,1,No,4,4,1,3,2,22,11,11,1983,135030.0,No
670,54,No,Travel Rarely,Research & Development,2,4,Technical Degree,671,1,Male,3,3,Research Director,3,Unknown,9,No,3,1,1,5,1,4,0,3,1969,135490.0,No
671,50,No,No Travel,Research & Development,47,3,Other,672,1,Male,3,5,Research Director,2,Unknown,3,Yes,3,1,0,1,2,8,0,7,1973,181720.0,Sí
672,54,No,No Travel,Sales,26,3,Other,673,4,Male,4,4,Manager,4,Single,2,Unknown,3,3,0,3,3,5,4,4,1969,153407.07,Sí
673,24,No,No Travel,Research & Development,18,1,Life Sciences,674,2,Female,3,1,Laboratory Technician,3,Married,0,No,3,3,1,2,3,5,1,2,1999,27740.0,Sí
674,37,No,Travel Rarely,Sales,3,3,Life Sciences,675,3,Female,3,3,Sales Executive,4,Unknown,2,No,3,1,0,3,3,5,1,3,1986,100071.84,Sí
675,30,No,Travel Rarely,Research & Development,2,1,Other,676,2,Female,2,1,Laboratory Technician,4,Single,0,No,3,4,0,3,3,5,1,2,1993,28111.13,Sí
676,34,No,Travel Frequently,Sales,10,4,Other,677,10,Male,3,1,Sales Representative,3,Unknown,6,No,3,4,1,3,3,4,1,2,1989,28111.13,No
677,57,No,Travel Rarely,Research & Development,24,2,Other,678,3,Female,4,3,Healthcare Representative,4,Divorced,3,Unknown,3,2,1,2,1,5,1,4,1966,94390.0,Sí
678,38,No,Travel Rarely,Sales,1,4,Life Sciences,679,1,Male,2,2,Sales Executive,4,Single,4,Unknown,3,3,0,2,4,8,0,7,1985,53914.08,No
679,41,Yes,Travel Rarely,Sales,20,2,Marketing,680,2,Male,3,1,Sales Representative,2,Unknown,1,Yes,4,4,0,5,2,4,0,2,1982,28111.13,Sí
680,42,No,No Travel,Research & Development,21,2,Other,681,3,Male,3,2,Manufacturing Director,3,Divorced,2,Unknown,3,2,1,5,3,5,0,2,1981,52650.0,No
681,34,No,No Travel,Research & Development,10,4,Other,682,4,Female,3,1,Research Scientist,3,Divorced,1,Yes,3,4,1,4,4,5,2,0,1989,38150.0,Sí
682,30,Yes,No Travel,Sales,26,4,Other,683,3,Male,2,2,Sales Executive,1,Unknown,5,Unknown,3,3,0,5,2,6,0,1,1993,53914.11,Sí
683,29,Yes,Travel Rarely,Research & Development,13,1,Medical,684,13,Female,2,1,Research Scientist,4,Single,1,Unknown,3,3,0,3,3,4,0,1,1994,23890.0,Sí
684,32,No,No Travel,Sales,4,2,Other,685,3,Male,3,1,Sales Representative,2,Married,2,No,3,1,1,5,3,4,1,2,1991,28111.13,No
685,25,No,No Travel,Research & Development,5,2,Life Sciences,686,2,Female,4,2,Healthcare Representative,1,Unknown,1,No,3,4,2,2,3,6,1,5,1998,39999.96,Sí
686,53,No,No Travel,Research & Development,3,4,Other,687,3,Female,3,4,Research Director,3,Married,3,Yes,3,4,3,5,2,5,1,3,1970,175840.0,Sí
687,26,No,No Travel,Research & Development,11,2,Medical,688,1,Female,3,2,Healthcare Representative,1,Married,1,Unknown,3,3,1,3,3,5,3,3,1997,53914.11,Sí
688,28,No,No Travel,Research & Development,8,2,Other,689,4,Male,3,1,Research Scientist,4,Unknown,1,No,4,4,0,3,3,5,0,2,1995,28111.08,Sí
689,28,No,Travel Rarely,Research & Development,16,2,Medical,690,2,Female,4,2,Healthcare Representative,1,Single,0,Unknown,3,3,0,2,3,8,0,7,1995,56610.0,Sí
690,58,No,No Travel,Research & Development,1,4,Life Sciences,691,4,Female,1,2,Healthcare Representative,3,Divorced,2,Yes,3,4,1,2,3,5,1,2,1965,53914.11,Sí
691,27,No,Travel Rarely,Research & Development,5,3,Other,692,3,Male,3,1,Research Scientist,2,Single,1,Unknown,3,2,0,2,3,4,1,2,1996,28111.13,Sí
692,54,No,Travel Frequently,Research & Development,20,4,Life Sciences,693,4,Male,3,2,Research Scientist,3,Unknown,3,Unknown,3,4,0,4,2,4,0,3,1969,48690.0,No
693,40,No,Travel Rarely,Sales,45,2,Other,694,45,Female,1,2,Sales Executive,4,Married,2,Unknown,4,3,3,2,2,4,0,2,1983,53914.08,Sí
