,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,relationshipsatisfaction,stockoptionlevel,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
463,43,No,Travel Frequently,585.515873015873,Sales,2,4,Life Sciences,464,1,Female,3,2,Sales Executive,4,Married,4729.17,12295.83,1,Unknown,20,3,1,5,7,7,7,1980,56750.0,No
464,46,Yes,Unknown,754.6190476190477,Sales,10,3,Life Sciences,465,3,Male,3,3,Sales Executive,2,Unknown,6095.0,15847.0,5,Unknown,21,3,3,2,8,0,7,1977,73140.0,Sí
465,40,No,Travel Rarely,1582.7713464696226,Sales,1,4,Unknown,466,1,Female,3,4,Manager,1,Unknown,12783.92,33238.2,2,Unknown,11,1,1,3,19,11,16,1983,53914.11,Sí
466,27,No,Travel Rarely,556.2566609977324,Sales,2,2,Unknown,467,1,Male,4,2,Sales Executive,3,Single,4492.84,11681.39,0,No,14,2,0,5,8,0,7,1996,53914.11,No
467,42,No,Unknown,1032.4872861766066,Research & Development,6,3,Medical,468,3,Female,3,3,Research Director,1,Married,8339.32,21682.23,9,No,13,2,1,3,13,5,7,1981,53914.11,Sí
468,26,No,Travel Frequently,290.03550973654063,Research & Development,6,3,Other,469,3,Female,4,1,Laboratory Technician,4,Married,2342.59,6090.75,0,No,18,1,1,3,7,7,7,1997,28111.13,Sí
469,28,No,Travel Frequently,556.2566609977324,Sales,1,2,Life Sciences,470,3,Female,2,2,Sales Executive,4,Married,4492.84,11681.39,1,Unknown,12,3,1,2,7,0,7,1995,53914.11,Sí
470,47,No,Unknown,556.2566609977324,Research & Development,14,4,Unknown,471,3,Female,3,2,Research Scientist,2,Married,4492.84,11681.39,8,Unknown,18,3,1,4,8,1,7,1976,53914.11,No
471,34,No,Travel Rarely,1032.4872861766066,Sales,13,4,Medical,472,4,Female,3,3,Sales Executive,3,Divorced,8339.32,21682.23,1,No,18,3,1,2,8,1,1,1989,100071.84,Sí
472,26,No,Unknown,290.03550973654063,Research & Development,1,3,Medical,473,3,Female,3,1,Laboratory Technician,1,Single,2342.59,6090.75,0,No,13,4,0,6,7,7,6,1997,28111.13,Sí
473,27,No,Travel Rarely,556.2566609977324,Sales,9,3,Unknown,474,4,Female,3,2,Sales Executive,4,Unknown,4492.84,11681.39,1,Unknown,14,1,0,5,7,0,7,1996,53914.11,No
474,31,Yes,Travel Frequently,556.2566609977324,Sales,26,4,Marketing,475,1,Female,3,2,Sales Executive,4,Unknown,4492.84,11681.39,1,Yes,11,3,0,4,10,0,8,1992,53914.11,Sí
475,33,No,Travel Frequently,556.2566609977324,Research & Development,7,2,Life Sciences,476,4,Female,3,2,Healthcare Representative,3,Divorced,4492.84,11681.39,1,Unknown,20,3,3,2,9,2,8,1990,53914.11,Sí
476,31,No,Unknown,1032.4872861766066,Research & Development,10,3,Unknown,477,3,Male,3,3,Research Director,3,Married,8339.32,21682.23,4,No,20,3,1,2,11,4,8,1992,100071.84,Sí
477,35,No,Unknown,525.984126984127,Research & Development,9,4,Medical,478,2,Female,3,2,Research Scientist,3,Unknown,4492.84,11045.67,1,No,19,2,0,5,10,0,8,1988,50980.0,Sí
478,33,No,Travel Rarely,556.2566609977324,Research & Development,15,2,Unknown,479,2,Male,3,2,Healthcare Representative,4,Married,4492.84,11681.39,0,Yes,13,1,1,6,9,8,1,1990,53914.11,Sí
479,39,No,Travel Rarely,556.2566609977324,Research & Development,24,1,Life Sciences,480,1,Female,3,2,Research Scientist,4,Single,4492.84,11681.39,7,No,13,1,0,2,7,1,7,1984,53914.11,No
480,36,No,Travel Rarely,1032.4872861766066,Sales,46,3,Unknown,481,46,Male,2,3,Sales Executive,4,Married,4492.84,21682.23,0,No,19,3,2,2,9,3,4,1987,100071.84,Sí
481,41,No,Travel Rarely,1400.079365079365,Research & Development,28,4,Life Sciences,482,1,Male,2,4,Manufacturing Director,2,Married,11308.33,29401.67,0,No,23,3,1,3,20,0,10,1982,135700.0,Sí
482,34,No,Unknown,692.5079365079365,Sales,28,3,Marketing,483,4,Male,2,2,Sales Executive,3,Married,4492.84,14542.67,1,No,21,4,2,2,8,1,7,1989,67120.0,No
483,38,No,Travel Rarely,556.2566609977324,Sales,10,2,Unknown,484,1,Male,3,2,Sales Executive,4,Married,4492.84,11681.39,1,No,11,3,1,1,10,1,9,1985,53914.11,Sí
484,39,No,Travel Rarely,1030.8174603174605,Research & Development,6,1,Unknown,485,4,Female,2,3,Healthcare Representative,1,Unknown,8325.83,21647.17,4,Unknown,15,1,1,5,7,1,7,1984,99910.0,Sí
485,34,No,Travel Rarely,1032.4872861766066,Research & Development,7,4,Unknown,486,1,Male,3,3,Research Director,2,Single,4492.84,21682.23,0,No,11,3,0,4,12,2,11,1989,100071.84,No
486,44,No,Travel Rarely,1057.3333333333337,Research & Development,7,4,Medical,487,1,Male,2,3,Healthcare Representative,4,Married,8540.0,22204.0,3,Unknown,14,4,1,4,22,5,17,1979,102480.0,Sí
487,46,No,Unknown,556.2566609977324,Sales,5,4,Unknown,488,1,Female,3,2,Sales Executive,4,Single,4492.84,11681.39,4,Unknown,21,3,0,4,9,0,8,1977,53914.11,Sí
488,41,No,Travel Frequently,1582.7713464696226,Sales,10,3,Life Sciences,489,4,Female,2,4,Manager,1,Divorced,4492.84,33238.2,4,Unknown,13,2,1,2,7,7,7,1982,153407.07,No
489,39,No,Unknown,1128.5238095238096,Research & Development,2,4,Unknown,490,3,Male,3,3,Healthcare Representative,3,Single,9115.0,23699.0,0,No,25,4,0,1,19,11,8,1984,53914.11,No
490,42,No,Travel Rarely,267.531746031746,Research & Development,2,3,Medical,491,4,Male,2,1,Laboratory Technician,1,Divorced,2160.83,5618.17,0,Yes,11,3,1,4,9,7,8,1981,25930.0,Sí
491,33,No,Travel Frequently,1225.5079365079364,Sales,5,4,Unknown,492,4,Male,3,3,Manager,2,Married,9898.33,25735.67,6,Unknown,11,2,2,2,10,8,8,1990,53914.11,Sí
492,35,No,Travel Rarely,835.1984126984128,Research & Development,5,4,Technical Degree,493,3,Female,3,3,Manufacturing Director,2,Single,6745.83,17539.17,0,No,13,4,0,5,16,0,13,1988,80950.0,Sí
493,33,Yes,Travel Rarely,1032.4872861766066,Sales,15,1,Medical,494,2,Female,3,3,Manager,3,Married,4492.84,21682.23,7,Unknown,12,4,0,2,7,7,7,1990,100071.84,Sí
494,40,No,Travel Rarely,1582.7713464696226,Research & Development,6,3,Life Sciences,495,2,Male,3,4,Manufacturing Director,3,Single,4492.84,33238.2,7,No,15,3,0,3,20,5,13,1983,153407.07,No
495,41,No,Travel Rarely,1973.9841269841268,Sales,10,4,Human Resources,496,2,Female,2,5,Manager,4,Divorced,15943.72,41453.67,3,No,15,2,3,2,21,12,6,1982,191324.62,No
496,27,No,Unknown,556.2566609977324,Research & Development,7,3,Unknown,497,4,Male,2,2,Healthcare Representative,1,Unknown,4492.84,11681.39,8,No,19,1,0,2,7,0,7,1996,53914.11,No
497,52,No,Travel Rarely,1739.1111111111113,Sales,3,4,Marketing,498,3,Female,2,4,Manager,1,Unknown,14046.67,36521.33,1,Unknown,11,1,0,3,34,1,16,1971,168560.0,Sí
498,51,No,Travel Rarely,1582.7713464696226,Sales,26,4,Marketing,499,1,Male,3,4,Manager,3,Married,12783.92,33238.2,2,No,14,3,1,2,20,4,17,1972,153407.07,No
499,47,No,Travel Rarely,468.1031746031746,Sales,2,2,Marketing,500,3,Male,3,2,Sales Executive,4,Unknown,3780.83,9830.17,0,Unknown,22,1,1,2,7,7,7,1976,45370.0,Sí
500,50,No,No Travel,1849.301587301588,Sales,2,4,Unknown,501,1,Female,3,4,Manager,1,Divorced,4492.84,38835.33,1,Unknown,11,4,1,3,31,14,7,1973,179240.0,No
501,35,No,Travel Rarely,414.1428571428571,Research & Development,21,1,Life Sciences,502,4,Male,3,2,Healthcare Representative,4,Married,3345.0,8697.0,1,Unknown,25,4,1,2,10,0,7,1988,40140.0,Sí
502,39,No,Travel Rarely,1314.6507936507935,Research & Development,1,1,Unknown,503,4,Male,2,4,Manufacturing Director,4,Married,10618.33,27607.67,1,No,16,3,1,3,21,11,8,1984,127420.0,Sí
503,39,No,Travel Frequently,1032.4872861766066,Research & Development,22,3,Medical,504,4,Male,3,3,Manufacturing Director,1,Single,8339.32,21682.23,1,Unknown,13,3,0,2,21,2,8,1984,100071.84,No
504,41,No,Unknown,348.3174603174604,Research & Development,7,2,Unknown,505,2,Male,4,1,Research Scientist,3,Unknown,4492.84,7314.67,1,No,13,3,0,3,10,0,8,1982,33760.0,No
505,44,Yes,Unknown,1081.4761904761906,Human Resources,1,2,Medical,506,2,Female,2,3,Human Resources,1,Married,8735.0,22711.0,9,No,14,4,1,1,20,3,6,1979,104820.0,Sí
506,42,No,Unknown,1582.7713464696226,Sales,2,2,Medical,507,4,Female,3,4,Manager,1,Unknown,12783.92,33238.2,0,No,17,4,1,3,22,13,7,1981,53914.11,No
507,52,No,Travel Rarely,1032.4872861766066,Research & Development,7,4,Life Sciences,508,2,Female,3,3,Healthcare Representative,2,Single,4492.84,21682.23,7,Unknown,19,4,0,4,8,4,0,1971,100071.84,Sí
508,38,No,Unknown,290.03550973654063,Human Resources,1,3,Unknown,509,3,Female,4,1,Human Resources,3,Unknown,2342.59,6090.75,1,No,13,4,1,2,7,5,0,1985,28111.13,Sí
509,46,No,Unknown,290.03550973654063,Human Resources,1,2,Life Sciences,510,4,Male,3,1,Human Resources,1,Unknown,4492.84,6090.75,6,Unknown,12,3,0,3,7,5,7,1977,28111.13,Sí
510,35,No,Unknown,438.3888888888889,Research & Development,4,4,Life Sciences,511,3,Female,3,2,Research Scientist,3,Single,3540.83,9206.17,1,Unknown,11,2,0,3,9,1,1,1988,42490.0,No
511,28,No,Travel Rarely,675.6904761904763,Research & Development,29,1,Life Sciences,512,3,Female,1,2,Manufacturing Director,2,Married,5457.5,14189.5,1,Unknown,14,2,2,2,8,1,7,1995,53914.11,Sí
512,44,No,Unknown,1582.7713464696226,Research & Development,28,3,Life Sciences,513,4,Female,3,4,Research Director,1,Married,12783.92,33238.2,3,No,13,3,1,1,20,14,17,1979,53914.11,Sí
513,50,No,Unknown,1486.8492063492065,Research & Development,22,5,Unknown,514,3,Female,1,4,Research Director,4,Unknown,12009.17,31223.83,1,Unknown,13,4,0,2,32,13,9,1973,53914.11,No
514,55,No,Travel Rarely,2020.7777777777776,Sales,23,5,Marketing,515,3,Female,2,5,Manager,4,Unknown,4492.84,42436.33,1,No,21,3,1,3,36,2,13,1968,195860.0,Sí
515,39,No,Unknown,849.8492063492063,Sales,6,3,Unknown,516,4,Female,4,3,Sales Executive,3,Married,6864.17,17846.83,2,No,11,1,1,3,7,7,6,1984,82370.0,Sí
516,49,No,Unknown,331.29365079365084,Research & Development,13,4,Unknown,517,13,Male,3,1,Laboratory Technician,1,Unknown,2675.83,6957.17,1,Unknown,14,4,1,3,9,1,4,1974,53914.11,Sí
517,45,No,Unknown,1723.4285714285716,Research & Development,28,2,Technical Degree,518,4,Male,2,4,Research Director,2,Single,13920.0,36192.0,1,Unknown,11,3,0,2,21,8,6,1978,53914.11,No
518,46,No,Unknown,1032.4872861766066,Sales,2,3,Unknown,519,3,Female,3,3,Sales Executive,4,Unknown,8339.32,21682.23,4,Unknown,12,2,1,5,10,0,3,1977,100071.84,No
519,27,No,Unknown,492.5555555555556,Research & Development,15,3,Unknown,520,4,Male,2,1,Research Scientist,1,Married,4492.84,10343.67,0,No,19,4,1,2,7,7,3,1996,47740.0,No
520,42,No,Travel Rarely,1973.9841269841268,Sales,2,3,Unknown,521,1,Female,3,5,Manager,3,Married,15943.72,41453.67,5,Unknown,11,1,0,2,22,4,14,1981,53914.11,Sí
521,49,No,Unknown,556.2566609977324,Sales,2,3,Unknown,522,4,Female,2,2,Sales Executive,2,Married,4492.84,11681.39,2,Unknown,14,4,0,3,9,0,8,1974,53914.11,Sí
522,29,No,Travel Rarely,556.2566609977324,Research & Development,15,2,Life Sciences,523,4,Male,2,2,Laboratory Technician,3,Single,4492.84,11681.39,0,Yes,12,4,0,3,9,0,8,1994,53914.11,Sí
523,34,No,No Travel,471.3015873015873,Sales,12,4,Marketing,524,12,Female,3,2,Sales Executive,3,Unknown,3806.67,9897.33,0,No,20,3,0,2,9,8,7,1989,45680.0,No
524,37,No,Unknown,618.3253968253969,Research & Development,1,4,Unknown,525,1,Female,2,2,Manufacturing Director,3,Divorced,4994.17,12984.83,1,No,18,3,1,2,7,0,7,1986,59930.0,No
525,36,No,Unknown,670.5317460317461,Research & Development,11,3,Unknown,526,2,Female,2,2,Manufacturing Director,2,Single,5415.83,14081.17,1,No,13,3,0,3,6,0,3,1987,64990.0,Sí
526,45,No,Unknown,356.1587301587302,Research & Development,29,3,Unknown,527,3,Female,3,1,Research Scientist,4,Single,4492.84,7479.33,5,Unknown,13,2,0,2,6,0,3,1978,34520.0,Sí
527,29,No,Travel Rarely,290.03550973654063,Research & Development,15,3,Unknown,528,3,Female,3,1,Research Scientist,4,Unknown,4492.84,6090.75,1,No,19,1,0,1,6,1,5,1994,28111.13,No
528,26,No,Unknown,660.0079365079365,Research & Development,1,3,Unknown,529,3,Male,3,2,Manufacturing Director,2,Unknown,5330.83,13860.17,1,No,20,1,1,6,6,1,4,1997,63970.0,No
529,28,No,Unknown,556.2566609977324,Sales,9,4,Life Sciences,530,2,Female,3,2,Sales Executive,4,Single,4492.84,11681.39,1,No,16,4,0,1,7,0,7,1995,53914.11,Sí
530,42,No,Travel Frequently,556.2566609977324,Research & Development,30,4,Technical Degree,531,4,Male,2,2,Healthcare Representative,4,Married,4492.84,11681.39,0,No,11,4,3,4,6,0,4,1981,53914.11,Sí
531,31,No,Travel Rarely,556.2566609977324,Sales,2,1,Life Sciences,532,2,Female,3,2,Sales Executive,4,Unknown,4492.84,11681.39,4,Yes,13,3,0,2,6,0,5,1992,53914.11,Sí
532,37,No,Travel Rarely,1032.4872861766066,Research & Development,47,3,Unknown,533,47,Male,3,3,Manufacturing Director,4,Single,8339.32,21682.23,4,Unknown,17,4,0,3,6,1,2,1986,100071.84,Sí
533,37,No,No Travel,1032.4872861766066,Sales,9,4,Unknown,534,1,Female,3,3,Sales Executive,2,Divorced,4492.84,21682.23,1,No,13,4,1,6,9,7,7,1986,100071.84,No
534,37,No,Travel Rarely,556.2566609977324,Research & Development,1,4,Life Sciences,535,2,Male,3,2,Manufacturing Director,2,Married,4492.84,11681.39,6,Unknown,12,2,1,2,6,4,3,1986,53914.11,No
535,24,No,Travel Rarely,281.1507936507937,Research & Development,23,3,Medical,536,2,Female,4,1,Research Scientist,4,Unknown,4492.84,5904.17,1,Unknown,11,2,2,3,6,1,4,1999,27250.0,Sí
536,50,No,Unknown,1973.9841269841268,Sales,3,3,Unknown,537,1,Female,3,5,Manager,2,Married,15943.72,41453.67,1,No,11,3,1,2,32,10,7,1973,53914.11,No
537,34,No,Unknown,373.6984126984127,Research & Development,1,2,Life Sciences,538,2,Female,2,1,Research Scientist,4,Unknown,3018.33,7847.67,1,Yes,13,4,1,3,6,1,3,1989,36220.0,Sí
538,27,No,Travel Frequently,556.2566609977324,Sales,3,1,Medical,539,4,Male,4,2,Sales Executive,4,Unknown,4492.84,11681.39,1,Unknown,20,2,2,3,6,0,4,1996,53914.11,No
539,25,No,Unknown,637.6190476190476,Sales,42,1,Unknown,540,42,Male,3,2,Sales Executive,4,Single,4492.84,13390.0,1,No,23,2,0,5,6,1,4,1998,61800.0,No
540,34,No,Unknown,647.3174603174604,Sales,25,3,Other,541,4,Female,3,2,Sales Executive,4,Single,5228.33,13593.67,1,No,22,3,0,5,6,1,4,1989,62740.0,Sí
541,34,No,Unknown,452.00793650793656,Research & Development,2,4,Unknown,542,3,Male,2,1,Research Scientist,1,Unknown,4492.84,9492.17,1,Unknown,11,3,0,3,6,1,3,1989,43810.0,Sí
542,35,No,Unknown,1032.4872861766066,Research & Development,7,3,Other,543,3,Female,3,3,Manufacturing Director,3,Single,8339.32,21682.23,3,No,21,2,0,3,8,1,6,1988,53914.11,No
543,35,No,Unknown,264.0238095238095,Research & Development,16,1,Medical,544,16,Male,2,1,Research Scientist,1,Unknown,4492.84,5544.5,1,Unknown,11,4,0,3,6,1,1,1988,25590.0,No
544,33,No,Unknown,566.2222222222222,Research & Development,1,4,Unknown,545,3,Male,4,2,Healthcare Representative,2,Married,4573.33,11890.67,1,Yes,13,1,1,2,6,1,2,1990,54880.0,Sí
545,29,No,Unknown,259.3809523809524,Research & Development,28,4,Life Sciences,546,3,Male,3,1,Research Scientist,4,Divorced,2095.0,5447.0,4,No,22,1,1,1,7,1,7,1994,25140.0,No
546,29,No,Travel Frequently,290.03550973654063,Research & Development,10,3,Unknown,547,4,Male,3,1,Research Scientist,2,Divorced,2342.59,6090.75,0,No,14,4,2,2,7,1,1,1994,28111.13,Sí
547,34,No,Unknown,556.2566609977324,Sales,9,1,Life Sciences,548,2,Male,3,2,Sales Executive,3,Married,4492.84,11681.39,1,Unknown,20,1,0,3,6,1,3,1989,53914.11,No
548,28,No,Travel Rarely,329.74603174603175,Research & Development,19,4,Medical,549,4,Female,2,1,Laboratory Technician,1,Married,2663.33,6924.67,1,Unknown,12,3,3,2,6,3,3,1995,31960.0,No
549,44,No,Unknown,290.03550973654063,Research & Development,2,1,Life Sciences,550,1,Male,4,1,Research Scientist,4,Married,4492.84,6090.75,1,Unknown,13,4,1,5,10,7,7,1979,28111.13,No
550,31,No,Travel Rarely,556.2566609977324,Research & Development,11,2,Unknown,551,3,Female,3,2,Healthcare Representative,1,Married,4492.84,11681.39,1,Yes,12,4,0,2,6,0,1,1992,53914.11,No
551,26,No,Unknown,290.03550973654063,Research & Development,4,2,Life Sciences,552,3,Female,3,1,Research Scientist,4,Unknown,2342.59,6090.75,1,Yes,20,2,0,2,8,2,2,1997,28111.13,No
552,47,No,Travel Rarely,352.8571428571429,Research & Development,1,3,Unknown,553,1,Female,3,1,Research Scientist,4,Unknown,2850.0,7410.0,7,No,12,3,1,2,6,1,2,1976,34200.0,Sí
553,37,No,Unknown,290.03550973654063,Research & Development,5,2,Unknown,554,3,Female,4,1,Laboratory Technician,3,Single,2342.59,6090.75,0,No,14,1,0,2,6,1,3,1986,28111.13,No
554,32,No,Unknown,421.67460317460313,Research & Development,1,4,Unknown,555,4,Female,3,2,Research Scientist,1,Married,3405.83,8855.17,4,Unknown,14,2,1,3,6,1,2,1991,53914.11,Sí
555,32,No,Unknown,556.2566609977324,Research & Development,2,3,Medical,556,4,Female,3,2,Research Scientist,2,Divorced,4492.84,11681.39,0,No,13,3,2,4,9,1,6,1991,53914.11,Sí
556,33,No,No Travel,553.8412698412699,Sales,16,3,Life Sciences,557,3,Male,3,2,Sales Executive,4,Unknown,4492.84,11630.67,1,Yes,25,3,1,2,6,1,2,1990,53680.0,No
557,47,Yes,Unknown,1334.6666666666667,Sales,9,3,Unknown,558,3,Female,1,4,Sales Executive,3,Married,4492.84,28028.0,7,No,11,3,0,3,23,14,10,1976,129360.0,Sí
558,41,Yes,Unknown,556.2566609977324,Sales,1,2,Unknown,559,2,Male,3,2,Sales Executive,4,Unknown,4492.84,11681.39,8,Yes,11,1,0,0,6,0,5,1982,53914.11,No
559,35,No,Travel Rarely,290.03550973654063,Research & Development,16,3,Medical,560,1,Female,4,1,Laboratory Technician,2,Married,4492.84,6090.75,0,Unknown,13,3,1,5,5,0,3,1988,28111.13,No
560,29,No,Travel Rarely,290.03550973654063,Research & Development,2,3,Life Sciences,561,3,Female,3,1,Research Scientist,2,Married,2342.59,6090.75,0,No,23,4,1,3,5,0,4,1994,28111.13,No
561,32,No,Travel Rarely,556.2566609977324,Research & Development,1,3,Life Sciences,562,2,Female,3,2,Research Scientist,2,Unknown,4492.84,11681.39,1,No,17,2,2,3,10,0,9,1991,53914.11,Sí
562,35,No,Travel Rarely,290.03550973654063,Research & Development,1,3,Medical,563,2,Female,2,1,Research Scientist,3,Single,2342.59,6090.75,1,No,18,1,0,3,6,0,4,1988,28111.13,No
563,56,No,Unknown,1032.4872861766066,Research & Development,13,3,Unknown,564,4,Female,1,3,Manufacturing Director,4,Unknown,8339.32,21682.23,4,No,11,1,0,3,6,0,2,1967,53914.11,Sí
564,28,No,Unknown,435.5,Sales,4,3,Medical,565,2,Female,3,2,Sales Executive,3,Unknown,4492.84,9145.5,1,Unknown,15,2,0,3,5,0,4,1995,42210.0,Sí
565,25,Yes,Travel Rarely,556.2566609977324,Sales,5,3,Unknown,566,3,Female,2,2,Sales Executive,3,Single,4492.84,11681.39,1,Yes,11,4,0,1,6,0,3,1998,53914.11,Sí
566,56,Yes,Unknown,512.0555555555557,Research & Development,14,4,Life Sciences,567,2,Male,3,1,Research Scientist,2,Unknown,4492.84,10753.17,9,Unknown,18,1,3,2,5,4,3,1967,49630.0,Sí
567,26,No,Unknown,290.03550973654063,Research & Development,6,3,Unknown,568,3,Male,2,1,Research Scientist,2,Married,4492.84,6090.75,1,Unknown,19,3,0,3,5,4,3,1997,28111.13,No
568,32,Yes,Unknown,433.3333333333333,Research & Development,9,3,Medical,569,1,Male,3,1,Laboratory Technician,1,Unknown,3500.0,9100.0,7,No,22,1,0,2,5,0,4,1991,53914.11,No
569,30,No,Travel Rarely,290.03550973654063,Research & Development,18,3,Life Sciences,570,1,Male,3,1,Research Scientist,3,Single,2342.59,6090.75,1,No,14,3,0,4,5,0,4,1993,28111.13,Sí
570,50,No,Travel Rarely,1973.9841269841268,Sales,11,3,Unknown,571,3,Male,3,5,Manager,2,Unknown,15943.72,41453.67,3,Unknown,15,2,0,5,5,4,4,1973,53914.11,No
571,32,No,Unknown,290.03550973654063,Research & Development,6,5,Life Sciences,572,3,Female,3,1,Research Scientist,3,Unknown,2342.59,6090.75,3,No,20,1,0,2,5,1,4,1991,28111.13,No
572,45,No,Travel Rarely,516.4920634920635,Sales,4,2,Unknown,573,3,Male,3,2,Sales Executive,1,Unknown,4171.67,10846.33,4,Unknown,11,1,1,3,5,0,3,1978,53914.11,No
573,43,No,Unknown,290.03550973654063,Research & Development,7,3,Unknown,574,4,Female,4,1,Research Scientist,4,Divorced,2342.59,6090.75,4,No,14,4,3,3,5,2,2,1980,28111.13,Sí
574,29,Yes,Unknown,788.1507936507937,Sales,27,3,Marketing,575,2,Male,3,3,Sales Executive,4,Married,4492.84,16551.17,1,Unknown,22,4,3,3,10,1,9,1994,76390.0,Sí
575,31,No,No Travel,556.2566609977324,Research & Development,1,4,Medical,576,3,Female,1,2,Manufacturing Director,3,Unknown,4492.84,11681.39,0,Unknown,12,4,1,2,5,1,4,1992,53914.11,Sí
576,33,Yes,Unknown,290.03550973654063,Research & Development,14,3,Unknown,577,3,Female,3,1,Laboratory Technician,4,Married,2342.59,6090.75,5,Yes,13,3,1,2,5,0,4,1990,53914.11,No
577,31,Yes,Unknown,290.03550973654063,Research & Development,29,2,Unknown,578,3,Female,2,1,Laboratory Technician,2,Unknown,2342.59,6090.75,0,No,11,2,0,2,5,1,4,1992,28111.13,Sí
578,37,No,Unknown,670.8412698412699,Sales,6,4,Unknown,579,3,Female,3,2,Sales Executive,4,Unknown,5418.33,14087.67,4,No,14,2,1,5,5,0,1,1986,53914.11,Sí
579,50,No,Unknown,1973.9841269841268,Research & Development,4,1,Unknown,580,1,Female,3,5,Research Director,2,Divorced,15943.72,41453.67,3,No,14,1,2,4,10,1,6,1973,53914.11,No
580,42,No,Travel Frequently,1395.436507936508,Sales,26,3,Unknown,581,3,Male,3,4,Sales Executive,2,Married,4492.84,29304.17,5,Unknown,14,4,1,2,20,4,8,1981,135250.0,Sí
581,27,No,Unknown,556.2566609977324,Sales,2,3,Unknown,582,4,Female,3,2,Sales Executive,3,Unknown,4492.84,11681.39,1,Yes,11,1,0,3,5,0,4,1996,53914.11,Sí
582,27,No,No Travel,655.0555555555557,Sales,1,1,Marketing,583,3,Female,3,2,Sales Executive,2,Unknown,5290.83,13756.17,0,Yes,13,4,1,0,5,1,4,1996,53914.11,Sí
583,41,No,Travel Rarely,556.2566609977324,Research & Development,6,3,Unknown,584,4,Female,2,2,Manufacturing Director,2,Single,4492.84,11681.39,6,Yes,15,4,0,3,5,1,2,1982,53914.11,Sí
584,37,No,Travel Rarely,290.03550973654063,Research & Development,10,3,Medical,585,3,Male,3,1,Laboratory Technician,1,Unknown,2342.59,6090.75,6,No,20,2,1,3,5,0,3,1986,28111.13,Sí
585,40,Yes,Unknown,658.2539682539682,Sales,22,2,Unknown,586,22,Female,2,2,Sales Executive,3,Unknown,4492.84,13823.33,2,Yes,12,1,2,6,6,1,0,1983,63800.0,Sí
586,55,No,Unknown,1582.7713464696226,Sales,2,3,Unknown,587,3,Male,3,4,Manager,4,Single,12783.92,33238.2,2,Yes,13,3,0,2,5,1,2,1968,153407.07,No
587,26,Yes,Travel Frequently,320.0476190476191,Research & Development,3,1,Unknown,588,3,Female,3,1,Research Scientist,1,Unknown,4492.84,6721.0,0,Unknown,22,3,0,2,6,0,4,1997,31020.0,Sí
588,40,No,Travel Rarely,556.2566609977324,Sales,2,2,Marketing,589,4,Male,3,2,Sales Executive,2,Divorced,4492.84,11681.39,7,Unknown,12,3,2,5,5,1,3,1983,53914.11,Sí
